length,maturity,cruise,x,y,width,height,image_name,ID,Alternative view ID,position,event,net,board
24,J,JR255A,2209,1353,627,181,JR255A_krill_image_31.JPG,JR255A_krill_image_31.jpeg-8,JR255A_krill_image_32.JPG-8,Dorsal,70,1,2
22,J,JR255A,3042,1357,655,170,JR255A_krill_image_31.JPG,JR255A_krill_image_31.jpeg-9,JR255A_krill_image_32.JPG-9,Dorsal,70,1,2
35,FS1,JR255A,4075,1330,915,217,JR255A_krill_image_31.JPG,JR255A_krill_image_31.jpeg-10,JR255A_krill_image_32.JPG-10,Dorsal,70,1,2
44,FS2,JR255A,174,2048,1042,217,JR255A_krill_image_31.JPG,JR255A_krill_image_31.jpeg-11,JR255A_krill_image_32.JPG-11,Dorsal,70,1,2
23,J,JR255A,1420,2052,572,189,JR255A_krill_image_31.JPG,JR255A_krill_image_31.jpeg-12,JR255A_krill_image_32.JPG-12,Dorsal,70,1,2
24,J,JR255A,2221,2028,596,209,JR255A_krill_image_31.JPG,JR255A_krill_image_31.jpeg-13,JR255A_krill_image_32.JPG-13,Dorsal,70,1,2
24,J,JR255A,3058,2036,639,185,JR255A_krill_image_31.JPG,JR255A_krill_image_31.jpeg-14,JR255A_krill_image_32.JPG-14,Dorsal,70,1,2
24,J,JR255A,4127,2024,608,193,JR255A_krill_image_31.JPG,JR255A_krill_image_31.jpeg-15,JR255A_krill_image_32.JPG-15,Dorsal,70,1,2
25,J,JR255A,272,2750,722,213,JR255A_krill_image_31.JPG,JR255A_krill_image_31.jpeg-16,JR255A_krill_image_32.JPG-16,Dorsal,70,1,2
24,J,JR255A,1491,2762,631,189,JR255A_krill_image_31.JPG,JR255A_krill_image_31.jpeg-17,JR255A_krill_image_32.JPG-17,Dorsal,70,1,2
25,J,JR255A,2268,2738,608,205,JR255A_krill_image_31.JPG,JR255A_krill_image_31.jpeg-18,JR255A_krill_image_32.JPG-18,Dorsal,70,1,2
25,J,JR255A,2998,2738,548,209,JR255A_krill_image_31.JPG,JR255A_krill_image_31.jpeg-19,JR255A_krill_image_32.JPG-19,Dorsal,70,1,2
43,MS2,JR255A,3961,2706,1034,225,JR255A_krill_image_31.JPG,JR255A_krill_image_31.jpeg-20,JR255A_krill_image_32.JPG-20,Dorsal,70,1,2
25,J,JR255A,284,3488,651,201,JR255A_krill_image_31.JPG,JR255A_krill_image_31.jpeg-21,JR255A_krill_image_32.JPG-21,Dorsal,70,1,2
42,FS2,JR255A,1168,3460,1089,249,JR255A_krill_image_31.JPG,JR255A_krill_image_31.jpeg-22,JR255A_krill_image_32.JPG-22,Dorsal,70,1,2
38,MS1,JR255A,2568,3440,955,229,JR255A_krill_image_31.JPG,JR255A_krill_image_31.jpeg-23,JR255A_krill_image_32.JPG-23,Dorsal,70,1,2
27,J,JR255A,3582,3428,694,233,JR255A_krill_image_31.JPG,JR255A_krill_image_31.jpeg-24,JR255A_krill_image_32.JPG-24,Dorsal,70,1,2
31,J,JR255A,4501,3424,848,221,JR255A_krill_image_31.JPG,JR255A_krill_image_31.jpeg-25,JR255A_krill_image_32.JPG-25,Dorsal,70,1,2
24,J,JR255A,233,690,564,166,JR255A_krill_image_30.JPG,JR255A_krill_image_30.jpeg-1,JR255A_krill_image_29.JPG-1,Lateral,70,1,1
21,J,JR255A,1247,683,517,170,JR255A_krill_image_30.JPG,JR255A_krill_image_30.jpeg-2,JR255A_krill_image_29.JPG-2,Lateral,70,1,1
42,MS2,JR255A,2052,651,990,205,JR255A_krill_image_30.JPG,JR255A_krill_image_30.jpeg-3,JR255A_krill_image_29.JPG-3,Lateral,70,1,1
26,J,JR255A,3081,663,643,189,JR255A_krill_image_30.JPG,JR255A_krill_image_30.jpeg-4,JR255A_krill_image_29.JPG-4,Lateral,70,1,1
24,J,JR255A,4008,675,667,170,JR255A_krill_image_30.JPG,JR255A_krill_image_30.jpeg-5,JR255A_krill_image_29.JPG-5,Lateral,70,1,1
41,MS1,JR255A,110,1349,978,213,JR255A_krill_image_30.JPG,JR255A_krill_image_30.jpeg-6,JR255A_krill_image_29.JPG-6,Lateral,70,1,1
44,FS3,JR255A,1302,1349,1049,217,JR255A_krill_image_30.JPG,JR255A_krill_image_30.jpeg-7,JR255A_krill_image_29.JPG-7,Lateral,70,1,1
42,FS2,JR255A,2517,1357,978,229,JR255A_krill_image_30.JPG,JR255A_krill_image_30.jpeg-8,JR255A_krill_image_29.JPG-8,Lateral,70,1,1
37,MS1,JR255A,3574,1353,836,201,JR255A_krill_image_30.JPG,JR255A_krill_image_30.jpeg-9,JR255A_krill_image_29.JPG-9,Lateral,70,1,1
27,J,JR255A,4509,1369,659,174,JR255A_krill_image_30.JPG,JR255A_krill_image_30.jpeg-10,JR255A_krill_image_29.JPG-10,Lateral,70,1,1
45,MS3,JR255A,91,2055,1045,229,JR255A_krill_image_30.JPG,JR255A_krill_image_30.jpeg-11,JR255A_krill_image_29.JPG-11,Lateral,70,1,1
27,J,JR255A,1468,2067,702,189,JR255A_krill_image_30.JPG,JR255A_krill_image_30.jpeg-12,JR255A_krill_image_29.JPG-12,Lateral,70,1,1
35,FS1,JR255A,2493,2059,805,209,JR255A_krill_image_30.JPG,JR255A_krill_image_30.jpeg-13,JR255A_krill_image_29.JPG-13,Lateral,70,1,1
44,MS3,JR255A,3440,2052,1109,221,JR255A_krill_image_30.JPG,JR255A_krill_image_30.jpeg-14,JR255A_krill_image_29.JPG-14,Lateral,70,1,1
51,FS2,JR255A,4624,2052,1184,217,JR255A_krill_image_30.JPG,JR255A_krill_image_30.jpeg-15,JR255A_krill_image_29.JPG-15,Lateral,70,1,1
44,FS2,JR255A,83,2766,1136,221,JR255A_krill_image_30.JPG,JR255A_krill_image_30.jpeg-16,JR255A_krill_image_29.JPG-16,Lateral,70,1,1
23,J,JR255A,1432,2762,592,193,JR255A_krill_image_30.JPG,JR255A_krill_image_30.jpeg-17,JR255A_krill_image_29.JPG-17,Lateral,70,1,1
24,J,JR255A,2324,2746,604,193,JR255A_krill_image_30.JPG,JR255A_krill_image_30.jpeg-18,JR255A_krill_image_29.JPG-18,Lateral,70,1,1
45,MS2,JR255A,3420,2738,1038,264,JR255A_krill_image_30.JPG,JR255A_krill_image_30.jpeg-19,JR255A_krill_image_29.JPG-19,Lateral,70,1,1
46,MS2,JR255A,4505,2730,1120,284,JR255A_krill_image_30.JPG,JR255A_krill_image_30.jpeg-20,JR255A_krill_image_29.JPG-20,Lateral,70,1,1
23,J,JR255A,201,3472,698,193,JR255A_krill_image_30.JPG,JR255A_krill_image_30.jpeg-21,JR255A_krill_image_29.JPG-21,Lateral,70,1,1
22,J,JR255A,1266,3448,596,209,JR255A_krill_image_30.JPG,JR255A_krill_image_30.jpeg-22,JR255A_krill_image_29.JPG-22,Lateral,70,1,1
23,J,JR255A,2268,3452,584,209,JR255A_krill_image_30.JPG,JR255A_krill_image_30.jpeg-23,JR255A_krill_image_29.JPG-23,Lateral,70,1,1
45,FS2,JR255A,3042,3448,1148,221,JR255A_krill_image_30.JPG,JR255A_krill_image_30.jpeg-24,JR255A_krill_image_29.JPG-24,Lateral,70,1,1
21,J,JR255A,4770,3452,600,213,JR255A_krill_image_30.JPG,JR255A_krill_image_30.jpeg-25,JR255A_krill_image_29.JPG-25,Lateral,70,1,1
24,J,JR255A,197,686,584,209,JR255A_krill_image_29.JPG,JR255A_krill_image_29.jpeg-1,JR255A_krill_image_30.JPG-1,Dorsal,70,1,1
21,J,JR255A,1219,679,556,193,JR255A_krill_image_29.JPG,JR255A_krill_image_29.jpeg-2,JR255A_krill_image_30.JPG-2,Dorsal,70,1,1
42,MS2,JR255A,2028,655,986,241,JR255A_krill_image_29.JPG,JR255A_krill_image_29.jpeg-3,JR255A_krill_image_30.JPG-3,Dorsal,70,1,1
26,J,JR255A,3101,667,604,181,JR255A_krill_image_29.JPG,JR255A_krill_image_29.jpeg-4,JR255A_krill_image_30.JPG-4,Dorsal,70,1,1
24,J,JR255A,4060,663,663,166,JR255A_krill_image_29.JPG,JR255A_krill_image_29.jpeg-5,JR255A_krill_image_30.JPG-5,Dorsal,70,1,1
41,MS1,JR255A,138,1361,943,217,JR255A_krill_image_29.JPG,JR255A_krill_image_29.jpeg-6,JR255A_krill_image_30.JPG-6,Dorsal,70,1,1
44,FS3,JR255A,1290,1377,1057,201,JR255A_krill_image_29.JPG,JR255A_krill_image_29.jpeg-7,JR255A_krill_image_30.JPG-7,Dorsal,70,1,1
42,FS2,JR255A,2450,1373,963,193,JR255A_krill_image_29.JPG,JR255A_krill_image_29.jpeg-8,JR255A_krill_image_30.JPG-8,Dorsal,70,1,1
37,MS1,JR255A,3531,1341,840,189,JR255A_krill_image_29.JPG,JR255A_krill_image_29.jpeg-9,JR255A_krill_image_30.JPG-9,Dorsal,70,1,1
27,J,JR255A,4474,1373,639,162,JR255A_krill_image_29.JPG,JR255A_krill_image_29.jpeg-10,JR255A_krill_image_30.JPG-10,Dorsal,70,1,1
45,MS3,JR255A,185,2083,1065,197,JR255A_krill_image_29.JPG,JR255A_krill_image_29.jpeg-11,JR255A_krill_image_30.JPG-11,Dorsal,70,1,1
27,J,JR255A,1432,2091,722,170,JR255A_krill_image_29.JPG,JR255A_krill_image_29.jpeg-12,JR255A_krill_image_30.JPG-12,Dorsal,70,1,1
35,FS1,JR255A,2418,2083,805,178,JR255A_krill_image_29.JPG,JR255A_krill_image_29.jpeg-13,JR255A_krill_image_30.JPG-13,Dorsal,70,1,1
44,MS3,JR255A,3401,2059,1042,213,JR255A_krill_image_29.JPG,JR255A_krill_image_29.jpeg-14,JR255A_krill_image_30.JPG-14,Dorsal,70,1,1
51,FS2,JR255A,4552,2052,1168,209,JR255A_krill_image_29.JPG,JR255A_krill_image_29.jpeg-15,JR255A_krill_image_30.JPG-15,Dorsal,70,1,1
44,FS2,JR255A,213,2782,974,229,JR255A_krill_image_29.JPG,JR255A_krill_image_29.jpeg-16,JR255A_krill_image_30.JPG-16,Dorsal,70,1,1
23,J,JR255A,1463,2777,596,170,JR255A_krill_image_29.JPG,JR255A_krill_image_29.jpeg-17,JR255A_krill_image_30.JPG-17,Dorsal,70,1,1
24,J,JR255A,2371,2777,612,162,JR255A_krill_image_29.JPG,JR255A_krill_image_29.jpeg-18,JR255A_krill_image_30.JPG-18,Dorsal,70,1,1
45,MS2,JR255A,3412,2774,982,181,JR255A_krill_image_29.JPG,JR255A_krill_image_29.jpeg-19,JR255A_krill_image_30.JPG-19,Dorsal,70,1,1
46,MS2,JR255A,4529,2746,1022,185,JR255A_krill_image_29.JPG,JR255A_krill_image_29.jpeg-20,JR255A_krill_image_30.JPG-20,Dorsal,70,1,1
23,J,JR255A,288,3503,588,174,JR255A_krill_image_29.JPG,JR255A_krill_image_29.jpeg-21,JR255A_krill_image_30.JPG-21,Dorsal,70,1,1
22,J,JR255A,1460,3468,509,201,JR255A_krill_image_29.JPG,JR255A_krill_image_29.jpeg-22,JR255A_krill_image_30.JPG-22,Dorsal,70,1,1
23,J,JR255A,2276,3480,572,189,JR255A_krill_image_29.JPG,JR255A_krill_image_29.jpeg-23,JR255A_krill_image_30.JPG-23,Dorsal,70,1,1
45,FS2,JR255A,3188,3484,1034,197,JR255A_krill_image_29.JPG,JR255A_krill_image_29.jpeg-24,JR255A_krill_image_30.JPG-24,Dorsal,70,1,1
21,J,JR255A,4703,3464,568,170,JR255A_krill_image_29.JPG,JR255A_krill_image_29.jpeg-25,JR255A_krill_image_30.JPG-25,Dorsal,70,1,1
38,FS2,JR255A,418,738,900,209,JR255A_krill_image_28.JPG,JR255A_krill_image_28.jpeg-1,JR255A_krill_image_27.JPG-1,Lateral,40,2,4
42,FS2,JR255A,1598,738,923,205,JR255A_krill_image_28.JPG,JR255A_krill_image_28.jpeg-2,JR255A_krill_image_27.JPG-2,Lateral,40,2,4
42,MS2,JR255A,2702,742,1010,205,JR255A_krill_image_28.JPG,JR255A_krill_image_28.jpeg-3,JR255A_krill_image_27.JPG-3,Lateral,40,2,4
43,MS2,JR255A,3791,738,935,201,JR255A_krill_image_28.JPG,JR255A_krill_image_28.jpeg-4,JR255A_krill_image_27.JPG-4,Lateral,40,2,4
45,MS3,JR255A,4782,738,1065,201,JR255A_krill_image_28.JPG,JR255A_krill_image_28.jpeg-5,JR255A_krill_image_27.JPG-5,Lateral,40,2,4
38,FS1,JR255A,355,1432,907,205,JR255A_krill_image_28.JPG,JR255A_krill_image_28.jpeg-6,JR255A_krill_image_27.JPG-6,Lateral,40,2,4
36,MS1,JR255A,1680,1424,896,209,JR255A_krill_image_28.JPG,JR255A_krill_image_28.jpeg-7,JR255A_krill_image_27.JPG-7,Lateral,40,2,4
37,FS1,JR255A,2916,1424,919,213,JR255A_krill_image_28.JPG,JR255A_krill_image_28.jpeg-8,JR255A_krill_image_27.JPG-8,Lateral,40,2,4
38,MS2,JR255A,3937,1420,844,201,JR255A_krill_image_28.JPG,JR255A_krill_image_28.jpeg-9,JR255A_krill_image_27.JPG-9,Lateral,40,2,4
40,FS1,JR255A,4860,1424,903,229,JR255A_krill_image_28.JPG,JR255A_krill_image_28.jpeg-10,JR255A_krill_image_27.JPG-10,Lateral,40,2,4
44,MS3,JR255A,304,2111,1053,229,JR255A_krill_image_28.JPG,JR255A_krill_image_28.jpeg-11,JR255A_krill_image_27.JPG-11,Lateral,40,2,4
38,MS2,JR255A,1633,2127,994,225,JR255A_krill_image_28.JPG,JR255A_krill_image_28.jpeg-12,JR255A_krill_image_27.JPG-12,Lateral,40,2,4
40,FS1,JR255A,2908,2115,982,233,JR255A_krill_image_28.JPG,JR255A_krill_image_28.jpeg-13,JR255A_krill_image_27.JPG-13,Lateral,40,2,4
36,MS2,JR255A,3965,2099,821,237,JR255A_krill_image_28.JPG,JR255A_krill_image_28.jpeg-14,JR255A_krill_image_27.JPG-14,Lateral,40,2,4
32,FS1,JR255A,5003,2107,777,233,JR255A_krill_image_28.JPG,JR255A_krill_image_28.jpeg-15,JR255A_krill_image_27.JPG-15,Lateral,40,2,4
36,FS1,JR255A,331,2833,840,209,JR255A_krill_image_28.JPG,JR255A_krill_image_28.jpeg-16,JR255A_krill_image_27.JPG-16,Lateral,40,2,4
40,MS2,JR255A,1590,2825,1018,241,JR255A_krill_image_28.JPG,JR255A_krill_image_28.jpeg-17,JR255A_krill_image_27.JPG-17,Lateral,40,2,4
44,FS2,JR255A,2848,2801,1053,264,JR255A_krill_image_28.JPG,JR255A_krill_image_28.jpeg-18,JR255A_krill_image_27.JPG-18,Lateral,40,2,4
40,MS2,JR255A,3965,2833,935,233,JR255A_krill_image_28.JPG,JR255A_krill_image_28.jpeg-19,JR255A_krill_image_27.JPG-19,Lateral,40,2,4
42,FS3,JR255A,4975,2829,888,229,JR255A_krill_image_28.JPG,JR255A_krill_image_28.jpeg-20,JR255A_krill_image_27.JPG-20,Lateral,40,2,4
41,FS3,JR255A,221,3523,943,189,JR255A_krill_image_28.JPG,JR255A_krill_image_28.jpeg-21,JR255A_krill_image_27.JPG-21,Lateral,40,2,4
41,FS1,JR255A,1487,3511,967,205,JR255A_krill_image_28.JPG,JR255A_krill_image_28.jpeg-22,JR255A_krill_image_27.JPG-22,Lateral,40,2,4
41,MS2,JR255A,2699,3488,1022,229,JR255A_krill_image_28.JPG,JR255A_krill_image_28.jpeg-23,JR255A_krill_image_27.JPG-23,Lateral,40,2,4
41,MS1,JR255A,3799,3527,911,201,JR255A_krill_image_28.JPG,JR255A_krill_image_28.jpeg-24,JR255A_krill_image_27.JPG-24,Lateral,40,2,4
43,FS3,JR255A,4801,3519,959,217,JR255A_krill_image_28.JPG,JR255A_krill_image_28.jpeg-25,JR255A_krill_image_27.JPG-25,Lateral,40,2,4
38,FS2,JR255A,308,777,896,193,JR255A_krill_image_27.JPG,JR255A_krill_image_27.jpeg-1,JR255A_krill_image_28.JPG-1,Dorsal,40,2,4
42,FS2,JR255A,1614,761,864,229,JR255A_krill_image_27.JPG,JR255A_krill_image_27.jpeg-2,JR255A_krill_image_28.JPG-2,Dorsal,40,2,4
42,MS2,JR255A,2766,754,911,264,JR255A_krill_image_27.JPG,JR255A_krill_image_27.jpeg-3,JR255A_krill_image_28.JPG-3,Dorsal,40,2,4
43,MS2,JR255A,3815,765,892,260,JR255A_krill_image_27.JPG,JR255A_krill_image_27.jpeg-4,JR255A_krill_image_28.JPG-4,Dorsal,40,2,4
45,MS3,JR255A,4821,769,1053,209,JR255A_krill_image_27.JPG,JR255A_krill_image_27.jpeg-5,JR255A_krill_image_28.JPG-5,Dorsal,40,2,4
38,FS1,JR255A,268,1452,911,201,JR255A_krill_image_27.JPG,JR255A_krill_image_27.jpeg-6,JR255A_krill_image_28.JPG-6,Dorsal,40,2,4
36,MS1,JR255A,1606,1476,919,201,JR255A_krill_image_27.JPG,JR255A_krill_image_27.jpeg-7,JR255A_krill_image_28.JPG-7,Dorsal,40,2,4
37,FS1,JR255A,2821,1476,939,225,JR255A_krill_image_27.JPG,JR255A_krill_image_27.jpeg-8,JR255A_krill_image_28.JPG-8,Dorsal,40,2,4
38,MS2,JR255A,3854,1468,872,205,JR255A_krill_image_27.JPG,JR255A_krill_image_27.jpeg-9,JR255A_krill_image_28.JPG-9,Dorsal,40,2,4
40,FS1,JR255A,4813,1468,951,193,JR255A_krill_image_27.JPG,JR255A_krill_image_27.jpeg-10,JR255A_krill_image_28.JPG-10,Dorsal,40,2,4
44,MS3,JR255A,268,2115,1018,260,JR255A_krill_image_27.JPG,JR255A_krill_image_27.jpeg-11,JR255A_krill_image_28.JPG-11,Dorsal,40,2,4
38,MS2,JR255A,1653,2134,907,249,JR255A_krill_image_27.JPG,JR255A_krill_image_27.jpeg-12,JR255A_krill_image_28.JPG-12,Dorsal,40,2,4
40,FS1,JR255A,2888,2158,951,205,JR255A_krill_image_27.JPG,JR255A_krill_image_27.jpeg-13,JR255A_krill_image_28.JPG-13,Dorsal,40,2,4
36,MS2,JR255A,3977,2162,785,213,JR255A_krill_image_27.JPG,JR255A_krill_image_27.jpeg-14,JR255A_krill_image_28.JPG-14,Dorsal,40,2,4
32,FS1,JR255A,5018,2182,769,221,JR255A_krill_image_27.JPG,JR255A_krill_image_27.jpeg-15,JR255A_krill_image_28.JPG-15,Dorsal,40,2,4
36,FS1,JR255A,174,2872,805,209,JR255A_krill_image_27.JPG,JR255A_krill_image_27.jpeg-16,JR255A_krill_image_28.JPG-16,Dorsal,40,2,4
40,MS2,JR255A,1539,2872,1085,205,JR255A_krill_image_27.JPG,JR255A_krill_image_27.jpeg-17,JR255A_krill_image_28.JPG-17,Dorsal,40,2,4
44,FS2,JR255A,2868,2892,1089,178,JR255A_krill_image_27.JPG,JR255A_krill_image_27.jpeg-18,JR255A_krill_image_28.JPG-18,Dorsal,40,2,4
40,MS2,JR255A,4040,2876,828,189,JR255A_krill_image_27.JPG,JR255A_krill_image_27.jpeg-19,JR255A_krill_image_28.JPG-19,Dorsal,40,2,4
42,FS3,JR255A,4947,2880,923,185,JR255A_krill_image_27.JPG,JR255A_krill_image_27.jpeg-20,JR255A_krill_image_28.JPG-20,Dorsal,40,2,4
41,FS3,JR255A,256,3543,876,181,JR255A_krill_image_27.JPG,JR255A_krill_image_27.jpeg-21,JR255A_krill_image_28.JPG-21,Dorsal,40,2,4
41,FS1,JR255A,1424,3555,974,166,JR255A_krill_image_27.JPG,JR255A_krill_image_27.jpeg-22,JR255A_krill_image_28.JPG-22,Dorsal,40,2,4
41,MS2,JR255A,2691,3566,978,158,JR255A_krill_image_27.JPG,JR255A_krill_image_27.jpeg-23,JR255A_krill_image_28.JPG-23,Dorsal,40,2,4
41,MS1,JR255A,3791,3566,919,162,JR255A_krill_image_27.JPG,JR255A_krill_image_27.jpeg-24,JR255A_krill_image_28.JPG-24,Dorsal,40,2,4
43,FS3,JR255A,4880,3547,923,174,JR255A_krill_image_27.JPG,JR255A_krill_image_27.jpeg-25,JR255A_krill_image_28.JPG-25,Dorsal,40,2,4
40,FS2,JR255A,284,702,931,241,JR255A_krill_image_26.JPG,JR255A_krill_image_26.jpeg-1,JR255A_krill_image_25.JPG-1,Lateral,40,2,3
43,MS2,JR255A,1298,718,1053,213,JR255A_krill_image_26.JPG,JR255A_krill_image_26.jpeg-2,JR255A_krill_image_25.JPG-2,Lateral,40,2,3
37,MS2,JR255A,2521,718,903,209,JR255A_krill_image_26.JPG,JR255A_krill_image_26.jpeg-3,JR255A_krill_image_25.JPG-3,Lateral,40,2,3
38,FS1,JR255A,3559,734,805,201,JR255A_krill_image_26.JPG,JR255A_krill_image_26.jpeg-4,JR255A_krill_image_25.JPG-4,Lateral,40,2,3
43,FS2,JR255A,4561,702,986,197,JR255A_krill_image_26.JPG,JR255A_krill_image_26.jpeg-5,JR255A_krill_image_25.JPG-5,Lateral,40,2,3
44,FS2,JR255A,261,1420,1057,233,JR255A_krill_image_26.JPG,JR255A_krill_image_26.jpeg-6,JR255A_krill_image_25.JPG-6,Lateral,40,2,3
44,MS3,JR255A,1416,1428,1069,185,JR255A_krill_image_26.JPG,JR255A_krill_image_26.jpeg-7,JR255A_krill_image_25.JPG-7,Lateral,40,2,3
38,MS1,JR255A,2628,1420,860,189,JR255A_krill_image_26.JPG,JR255A_krill_image_26.jpeg-8,JR255A_krill_image_25.JPG-8,Lateral,40,2,3
42,MS2,JR255A,3649,1393,911,213,JR255A_krill_image_26.JPG,JR255A_krill_image_26.jpeg-9,JR255A_krill_image_25.JPG-9,Lateral,40,2,3
45,MS1,JR255A,4687,1389,1057,237,JR255A_krill_image_26.JPG,JR255A_krill_image_26.jpeg-10,JR255A_krill_image_25.JPG-10,Lateral,40,2,3
40,MS2,JR255A,292,2083,947,237,JR255A_krill_image_26.JPG,JR255A_krill_image_26.jpeg-11,JR255A_krill_image_25.JPG-11,Lateral,40,2,3
36,MS1,JR255A,1424,2095,982,241,JR255A_krill_image_26.JPG,JR255A_krill_image_26.jpeg-12,JR255A_krill_image_25.JPG-12,Lateral,40,2,3
41,FS1,JR255A,2691,2103,971,221,JR255A_krill_image_26.JPG,JR255A_krill_image_26.jpeg-13,JR255A_krill_image_25.JPG-13,Lateral,40,2,3
42,FS1,JR255A,3752,2111,943,193,JR255A_krill_image_26.JPG,JR255A_krill_image_26.jpeg-14,JR255A_krill_image_25.JPG-14,Lateral,40,2,3
49,FS3,JR255A,4730,2067,1136,241,JR255A_krill_image_26.JPG,JR255A_krill_image_26.jpeg-15,JR255A_krill_image_25.JPG-15,Lateral,40,2,3
38,FS3,JR255A,469,2805,888,209,JR255A_krill_image_26.JPG,JR255A_krill_image_26.jpeg-16,JR255A_krill_image_25.JPG-16,Lateral,40,2,3
36,FS1,JR255A,1700,2801,927,229,JR255A_krill_image_26.JPG,JR255A_krill_image_26.jpeg-17,JR255A_krill_image_25.JPG-17,Lateral,40,2,3
36,FS1,JR255A,2848,2789,896,252,JR255A_krill_image_26.JPG,JR255A_krill_image_26.jpeg-18,JR255A_krill_image_25.JPG-18,Lateral,40,2,3
39,MS2,JR255A,3910,2797,919,237,JR255A_krill_image_26.JPG,JR255A_krill_image_26.jpeg-19,JR255A_krill_image_25.JPG-19,Lateral,40,2,3
38,FS1,JR255A,4912,2829,817,209,JR255A_krill_image_26.JPG,JR255A_krill_image_26.jpeg-20,JR255A_krill_image_25.JPG-20,Lateral,40,2,3
36,FS1,JR255A,371,3507,915,181,JR255A_krill_image_26.JPG,JR255A_krill_image_26.jpeg-21,JR255A_krill_image_25.JPG-21,Lateral,40,2,3
36,MS1,JR255A,1842,3484,982,213,JR255A_krill_image_26.JPG,JR255A_krill_image_26.jpeg-22,JR255A_krill_image_25.JPG-22,Lateral,40,2,3
37,FS2,JR255A,2900,3488,825,209,JR255A_krill_image_26.JPG,JR255A_krill_image_26.jpeg-23,JR255A_krill_image_25.JPG-23,Lateral,40,2,3
43,FS2,JR255A,3835,3492,1038,209,JR255A_krill_image_26.JPG,JR255A_krill_image_26.jpeg-24,JR255A_krill_image_25.JPG-24,Lateral,40,2,3
38,MS1,JR255A,4967,3480,915,189,JR255A_krill_image_26.JPG,JR255A_krill_image_26.jpeg-25,JR255A_krill_image_25.JPG-25,Lateral,40,2,3
40,FS2,JR255A,241,746,876,209,JR255A_krill_image_25.JPG,JR255A_krill_image_25.jpeg-1,JR255A_krill_image_26.JPG-1,Dorsal,40,2,3
43,MS2,JR255A,1215,722,1022,209,JR255A_krill_image_25.JPG,JR255A_krill_image_25.jpeg-2,JR255A_krill_image_26.JPG-2,Dorsal,40,2,3
37,MS2,JR255A,2446,761,884,189,JR255A_krill_image_25.JPG,JR255A_krill_image_25.jpeg-3,JR255A_krill_image_26.JPG-3,Dorsal,40,2,3
38,FS1,JR255A,3464,742,868,189,JR255A_krill_image_25.JPG,JR255A_krill_image_25.jpeg-4,JR255A_krill_image_26.JPG-4,Dorsal,40,2,3
43,FS2,JR255A,4482,734,1006,197,JR255A_krill_image_25.JPG,JR255A_krill_image_25.jpeg-5,JR255A_krill_image_26.JPG-5,Dorsal,40,2,3
44,FS2,JR255A,229,1440,971,213,JR255A_krill_image_25.JPG,JR255A_krill_image_25.jpeg-6,JR255A_krill_image_26.JPG-6,Dorsal,40,2,3
44,MS3,JR255A,1369,1452,1042,193,JR255A_krill_image_25.JPG,JR255A_krill_image_25.jpeg-7,JR255A_krill_image_26.JPG-7,Dorsal,40,2,3
38,MS1,JR255A,2533,1460,900,181,JR255A_krill_image_25.JPG,JR255A_krill_image_25.jpeg-8,JR255A_krill_image_26.JPG-8,Dorsal,40,2,3
42,MS2,JR255A,3582,1460,967,181,JR255A_krill_image_25.JPG,JR255A_krill_image_25.jpeg-9,JR255A_krill_image_26.JPG-9,Dorsal,40,2,3
45,MS1,JR255A,4683,1444,1057,174,JR255A_krill_image_25.JPG,JR255A_krill_image_25.jpeg-10,JR255A_krill_image_26.JPG-10,Dorsal,40,2,3
40,MS2,JR255A,201,2158,982,201,JR255A_krill_image_25.JPG,JR255A_krill_image_25.jpeg-11,JR255A_krill_image_26.JPG-11,Dorsal,40,2,3
36,MS1,JR255A,1369,2158,896,181,JR255A_krill_image_25.JPG,JR255A_krill_image_25.jpeg-12,JR255A_krill_image_26.JPG-12,Dorsal,40,2,3
41,FS1,JR255A,2568,2138,943,205,JR255A_krill_image_25.JPG,JR255A_krill_image_25.jpeg-13,JR255A_krill_image_26.JPG-13,Dorsal,40,2,3
42,FS1,JR255A,3645,2146,939,170,JR255A_krill_image_25.JPG,JR255A_krill_image_25.jpeg-14,JR255A_krill_image_26.JPG-14,Dorsal,40,2,3
49,FS3,JR255A,4647,2028,1176,233,JR255A_krill_image_25.JPG,JR255A_krill_image_25.jpeg-15,JR255A_krill_image_26.JPG-15,Dorsal,40,2,3
38,FS3,JR255A,414,2829,884,225,JR255A_krill_image_25.JPG,JR255A_krill_image_25.jpeg-16,JR255A_krill_image_26.JPG-16,Dorsal,40,2,3
36,FS1,JR255A,1771,2833,907,213,JR255A_krill_image_25.JPG,JR255A_krill_image_25.jpeg-17,JR255A_krill_image_26.JPG-17,Dorsal,40,2,3
36,FS1,JR255A,2793,2844,852,197,JR255A_krill_image_25.JPG,JR255A_krill_image_25.jpeg-18,JR255A_krill_image_26.JPG-18,Dorsal,40,2,3
39,MS2,JR255A,3866,2841,876,197,JR255A_krill_image_25.JPG,JR255A_krill_image_25.jpeg-19,JR255A_krill_image_26.JPG-19,Dorsal,40,2,3
38,FS1,JR255A,4845,2852,868,189,JR255A_krill_image_25.JPG,JR255A_krill_image_25.jpeg-20,JR255A_krill_image_26.JPG-20,Dorsal,40,2,3
36,FS1,JR255A,312,3527,907,166,JR255A_krill_image_25.JPG,JR255A_krill_image_25.jpeg-21,JR255A_krill_image_26.JPG-21,Dorsal,40,2,3
